LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,Label
2,8,CA,2,45,99,731,179,775,206,731|731,179|179,775|775,206|206,9,27,27,0,True,False,9,False,1,0,0,0,False,I-PS_VendorAddress
3,0,Tel,3,0,999,57,220,107,247,57|57|57,220|220|220,107|107|107,247|247|247,0,27,27,0,False,False,9,False,1,0,0,0,False,O
3,1,:,1,3,9,57,220,107,247,57,220,107,247,-50,27,27,0,False,True,9,True,1,0,0,1,False,O
3,2,519-824-8899,12,5,999999999999,116,220,300,247,116|116|116|116|116|116|116|116|116|116|116|116,220|220|220|220|220|220|220|220|220|220|220|220,300|300|300|300|300|300|300|300|300|300|300|300,247|247|247|247|247|247|247|247|247|247|247|247,9,27,27,0,False,True,9,False,1,0,10,2,False,O
3,3,A,1,18,9,1356,234,1379,260,1356,234,1379,260,1056,26,26,0,True,False,9,False,1,0,0,3,False,O
3,4,Division,8,20,99999999,1388,234,1492,260,1388|1388|1388|1388|1388|1388|1388|1388,234|234|234|234|234|234|234|234,1492|1492|1492|1492|1492|1492|1492|1492,260|260|260|260|260|260|260|260,9,26,26,0,False,False,9,False,1,0,0,3,False,O
3,5,of,2,29,99,1499,234,1528,260,1499|1499,234|234,1528|1528,260|260,7,26,26,0,False,False,9,False,1,0,0,3,False,O
3,6,Linamar,7,32,9999999,1533,235,1640,261,1533|1533|1533|1533|1533|1533|1533,235|235|235|235|235|235|235,1640|1640|1640|1640|1640|1640|1640,261|261|261|261|261|261|261,5,26,26,0,False,False,9,False,1,0,0,3,False,O
3,7,Corporation,11,40,99999999999,1646,235,1795,266,1646|1646|1646|1646|1646|1646|1646|1646|1646|1646|1646,235|235|235|235|235|235|235|235|235|235|235,1795|1795|1795|1795|1795|1795|1795|1795|1795|1795|1795,266|266|266|266|266|266|266|266|266|266|266,6,31,31,0,False,False,9,False,1,0,0,3,False,O
4,0,GST,3,0,999,68,262,200,287,68|68|68,262|262|262,200|200|200,287|287|287,0,25,25,0,True,False,9,False,1,0,0,0,False,O
4,1,/,1,3,9,68,262,200,287,68,262,200,287,-132,25,25,0,False,True,9,True,1,0,0,0,False,O
4,2,HST#,4,4,9999,68,262,200,287,68|68|68|68,262|262|262|262,200|200|200|200,287|287|287|287,-132,25,25,0,False,True,9,False,1,0,0,0,False,O
4,3,103333662RT0017,15,9,999999999999999,207,262,457,288,207|207|207|207|207|207|207|207|207|207|207|207|207|207|207,262|262|262|262|262|262|262|262|262|262|262|262|262|262|262,457|457|457|457|457|457|457|457|457|457|457|457|457|457|457,288|288|288|288|288|288|288|288|288|288|288|288|288|288|288,7,26,26,0,False,False,9,False,1,0,13,0,False,O
5,0,PACKING,7,0,9999999,838,326,972,353,838|838|838|838|838|838|838,326|326|326|326|326|326|326,972|972|972|972|972|972|972,353|353|353|353|353|353|353,0,27,27,0,True,False,9,False,1,0,0,0,False,B-PS_DocType
5,1,SLIP,4,8,9999,981,328,1050,354,981|981|981|981,328|328|328|328,1050|1050|1050|1050,354|354|354|354,9,26,26,0,True,False,9,False,1,0,0,0,False,I-PS_DocType
6,0,Packing,7,0,9999999,65,378,174,409,65|65|65|65|65|65|65,378|378|378|378|378|378|378,174|174|174|174|174|174|174,409|409|409|409|409|409|409,0,31,31,0,False,False,9,False,1,0,0,0,False,O
6,1,Slip,4,8,9999,180,378,231,408,180|180|180|180,378|378|378|378,231|231|231|231,408|408|408|408,6,30,30,0,False,False,9,False,1,0,0,0,False,O
6,2,No,2,13,99,237,378,334,404,237|237,378|378,334|334,404|404,6,26,26,0,False,False,9,False,1,0,0,0,False,O
6,3,/,1,15,9,237,378,334,404,237,378,334,404,-97,26,26,0,False,True,9,True,1,0,0,0,False,O
6,4,SID,3,16,999,237,378,334,404,237|237|237,378|378|378,334|334|334,404|404|404,-97,26,26,0,True,False,9,False,1,0,0,0,False,O
6,5,:,1,19,9,237,378,334,404,237,378,334,404,-97,26,26,0,False,True,9,True,1,0,0,1,False,O
6,6,1152919,7,21,9999999,412,379,511,403,412|412|412|412|412|412|412,379|379|379|379|379|379|379,511|511|511|511|511|511|511,403|403|403|403|403|403|403,78,24,24,0,False,False,9,False,1,0,7,2,True,B-PS_PsNo
6,7,Linamar,7,29,9999999,976,387,1084,412,976|976|976|976|976|976|976,387|387|387|387|387|387|387,1084|1084|1084|1084|1084|1084|1084,412|412|412|412|412|412|412,465,25,25,0,False,False,9,False,1,0,0,3,False,O
6,8,Customer,8,37,99999999,1091,388,1218,413,1091|1091|1091|1091|1091|1091|1091|1091,388|388|388|388|388|388|388|388,1218|1218|1218|1218|1218|1218|1218|1218,413|413|413|413|413|413|413|413,7,25,25,0,False,False,9,False,1,0,0,3,False,O
6,9,No,2,46,99,1224,388,1267,413,1224|1224,388|388,1267|1267,413|413,6,25,25,0,False,False,9,False,1,0,0,3,False,O
6,10,:,1,48,9,1224,388,1267,413,1224,388,1267,413,-43,25,25,0,False,True,9,True,1,0,0,4,False,O
6,11,11322,5,50,99999,1320,388,1388,410,1320|1320|1320|1320|1320,388|388|388|388|388,1388|1388|1388|1388|1388,410|410|410|410|410,53,22,22,0,False,False,9,False,1,0,5,5,True,B-PS_CustNo
7,0,Supplier,8,0,99999999,64,420,176,450,64|64|64|64|64|64|64|64,420|420|420|420|420|420|420|420,176|176|176|176|176|176|176|176,450|450|450|450|450|450|450|450,0,30,30,0,False,False,9,False,1,0,0,0,False,O
7,1,Id,2,9,99,182,420,310,445,182|182,420|420,310|310,445|445,6,25,25,0,False,False,9,False,1,0,0,0,False,O
7,2,/,1,11,9,182,420,310,445,182,420,310,445,-128,25,25,0,False,True,9,True,1,0,0,0,False,O
7,3,Source,6,12,999999,182,420,310,445,182|182|182|182|182|182,420|420|420|420|420|420,310|310|310|310|310|310,445|445|445|445|445|445,-128,25,25,0,False,False,9,False,1,0,0,0,False,O
7,4,Code,4,19,9999,318,420,395,446,318|318|318|318,420|420|420|420,395|395|395|395,446|446|446|446,8,26,26,0,False,False,9,False,1,0,0,0,False,O
7,5,:,1,23,9,318,420,395,446,318,420,395,446,-77,26,26,0,False,True,9,True,1,0,0,1,False,O
7,6,34283,5,25,99999,404,421,477,444,404|404|404|404|404,421|421|421|421|421,477|477|477|477|477,444|444|444|444|444,9,23,23,0,False,False,9,False,1,0,5,2,True,B-PS_SupplierCode
7,7,Destination,11,31,99999999999,976,428,1123,453,976|976|976|976|976|976|976|976|976|976|976,428|428|428|428|428|428|428|428|428|428|428,1123|1123|1123|1123|1123|1123|1123|1123|1123|1123|1123,453|453|453|453|453|453|453|453|453|453|453,499,25,25,0,False,False,9,False,1,0,0,3,False,O
7,8,Code,4,43,9999,1130,428,1203,453,1130|1130|1130|1130,428|428|428|428,1203|1203|1203|1203,453|453|453|453,7,25,25,0,False,False,9,False,1,0,0,3,False,O
7,9,:,1,47,9,1130,428,1203,453,1130,428,1203,453,-73,25,25,0,False,True,9,True,1,0,0,4,False,O
8,0,Dock,4,0,9999,65,462,133,487,65|65|65|65,462|462|462|462,133|133|133|133,487|487|487|487,0,25,25,0,False,False,9,False,1,0,0,0,False,O
8,1,ID,2,5,99,140,462,175,487,140|140,462|462,175|175,487|487,7,25,25,0,True,False,9,False,1,0,0,0,False,O
8,2,:,1,7,9,140,462,175,487,140,462,175,487,-35,25,25,0,False,True,9,True,1,0,0,1,False,O
8,3,Ship,4,9,9999,976,467,1034,497,976|976|976|976,467|467|467|467,1034|1034|1034|1034,497|497|497|497,801,30,30,0,False,False,9,False,1,0,0,2,False,O
8,4,Date,4,14,9999,1041,468,1108,493,1041|1041|1041|1041,468|468|468|468,1108|1108|1108|1108,493|493|493|493,7,25,25,0,False,False,9,False,1,0,0,2,False,O
8,5,:,1,18,9,1041,468,1108,493,1041,468,1108,493,-67,25,25,0,False,True,9,True,1,0,0,3,False,O
8,6,2023-01-03,10,20,9999999999,1318,468,1447,491,1318|1318|1318|1318|1318|1318|1318|1318|1318|1318,468|468|468|468|468|468|468|468|468|468,1447|1447|1447|1447|1447|1447|1447|1447|1447|1447,491|491|491|491|491|491|491|491|491|491,210,23,23,0,False,True,9,False,1,0,8,4,False,B-PS_ShipDate
9,0,Route,5,0,99999,65,501,245,527,65|65|65|65|65,501|501|501|501|501,245|245|245|245|245,527|527|527|527|527,0,26,26,0,False,False,9,False,1,0,0,0,False,O
9,1,/,1,5,9,65,501,245,527,65,501,245,527,-180,26,26,0,False,True,9,True,1,0,0,0,False,O
9,2,Carrier,7,6,9999999,65,501,245,527,65|65|65|65|65|65|65,501|501|501|501|501|501|501,245|245|245|245|245|245|245,527|527|527|527|527|527|527,-180,26,26,0,False,False,9,False,1,0,0,0,False,O
9,3,Name,4,14,9999,252,502,338,527,252|252|252|252,502|502|502|502,338|338|338|338,527|527|527|527,7,25,25,0,False,False,9,False,1,0,0,0,False,O
9,4,:,1,18,9,252,502,338,527,252,502,338,527,-86,25,25,0,False,True,9,True,1,0,0,1,False,O
9,5,Charger,7,20,9999999,405,502,498,531,405|405|405|405|405|405|405,502|502|502|502|502|502|502,498|498|498|498|498|498|498,531|531|531|531|531|531|531,67,29,29,0,False,False,9,False,1,0,0,2,False,B-PS_CarrierName
9,6,Logistics,9,28,999999999,504,503,603,531,504|504|504|504|504|504|504|504|504,503|503|503|503|503|503|503|503|503,603|603|603|603|603|603|603|603|603,531|531|531|531|531|531|531|531|531,6,28,28,0,False,False,9,False,1,0,0,2,False,I-PS_CarrierName
9,7,Vehicle,7,38,9999999,975,510,1081,535,975|975|975|975|975|975|975,510|510|510|510|510|510|510,1081|1081|1081|1081|1081|1081|1081,535|535|535|535|535|535|535,372,25,25,0,False,False,9,False,1,0,0,3,False,O
9,8,:,1,45,9,975,510,1081,535,975,510,1081,535,-106,25,25,0,False,True,9,True,1,0,0,4,False,O
9,9,10451,5,47,99999,1320,511,1385,533,1320|1320|1320|1320|1320,511|511|511|511|511,1385|1385|1385|1385|1385,533|533|533|533|533,239,22,22,0,False,False,9,False,1,0,5,5,True,B-PS_TruckId
10,0,Delivery,8,0,99999999,65,541,173,571,65|65|65|65|65|65|65|65,541|541|541|541|541|541|541|541,173|173|173|173|173|173|173|173,571|571|571|571|571|571|571|571,0,30,30,0,False,False,9,False,1,0,0,0,False,O
10,1,Terms,5,9,99999,178,541,275,566,178|178|178|178|178,541|541|541|541|541,275|275|275|275|275,566|566|566|566|566,5,25,25,0,False,False,9,False,1,0,0,0,False,O
10,2,:,1,14,9,178,541,275,566,178,541,275,566,-97,25,25,0,False,True,9,True,1,0,0,1,False,O
10,3,Collect,7,16,9999999,405,541,483,565,405|405|405|405|405|405|405,541|541|541|541|541|541|541,483|483|483|483|483|483|483,565|565|565|565|565|565|565,130,24,24,0,False,False,9,False,1,0,0,2,False,O
10,4,Seals,5,24,99999,976,549,1058,574,976|976|976|976|976,549|549|549|549|549,1058|1058|1058|1058|1058,574|574|574|574|574,493,25,25,0,False,False,9,False,1,0,0,3,False,O
10,5,:,1,29,9,976,549,1058,574,976,549,1058,574,-82,25,25,0,False,True,9,True,1,0,0,4,False,O
10,6,212788,6,31,999999,1318,550,1401,573,1318|1318|1318|1318|1318|1318,550|550|550|550|550|550,1401|1401|1401|1401|1401|1401,573|573|573|573|573|573,260,23,23,0,False,False,9,False,1,0,6,5,True,B-PS_SealNo
11,0,SMART,5,0,99999,65,582,164,607,65|65|65|65|65,582|582|582|582|582,164|164|164|164|164,607|607|607|607|607,0,25,25,0,True,False,9,False,1,0,0,0,False,O
11,1,No,2,6,99,169,582,214,607,169|169,582|582,214|214,607|607,5,25,25,0,False,False,9,False,1,0,0,0,False,O
11,2,:,1,8,9,169,582,214,607,169,582,214,607,-45,25,25,0,False,True,9,True,1,0,0,1,False,O
11,3,BOL,3,10,999,975,588,1130,613,975|975|975,588|588|588,1130|1130|1130,613|613|613,761,25,25,0,True,False,9,False,1,0,0,2,False,O
11,4,/,1,13,9,975,588,1130,613,975,588,1130,613,-155,25,25,0,False,True,9,True,1,0,0,2,False,O
11,5,Carrier,7,14,9999999,975,588,1130,613,975|975|975|975|975|975|975,588|588|588|588|588|588|588,1130|1130|1130|1130|1130|1130|1130,613|613|613|613|613|613|613,-155,25,25,0,False,False,9,False,1,0,0,2,False,O
11,6,PRO,3,22,999,1137,589,1192,613,1137|1137|1137,589|589|589,1192|1192|1192,613|613|613,7,24,24,0,True,False,9,False,1,0,0,2,False,O
11,7,Number,6,26,999999,1199,589,1310,613,1199|1199|1199|1199|1199|1199,589|589|589|589|589|589,1310|1310|1310|1310|1310|1310,613|613|613|613|613|613,7,24,24,0,False,False,9,False,1,0,0,2,False,O
11,8,:,1,32,9,1199,589,1310,613,1199,589,1310,613,-111,24,24,0,False,True,9,True,1,0,0,3,False,O
11,9,2953610,7,34,9999999,1318,589,1415,611,1318|1318|1318|1318|1318|1318|1318,589|589|589|589|589|589|589,1415|1415|1415|1415|1415|1415|1415,611|611|611|611|611|611|611,8,22,22,0,False,False,9,False,1,0,7,4,True,B-PS_BolNo
12,0,SLI,3,0,999,976,629,1019,653,976|976|976,629|629|629,1019|1019|1019,653|653|653,0,24,24,0,True,False,9,False,1,0,0,0,False,O
12,1,Number,6,4,999999,1025,630,1135,654,1025|1025|1025|1025|1025|1025,630|630|630|630|630|630,1135|1135|1135|1135|1135|1135,654|654|654|654|654|654,6,24,24,0,False,False,9,False,1,0,0,0,False,O
12,2,:,1,10,9,1025,630,1135,654,1025,630,1135,654,-110,24,24,0,False,True,9,True,1,0,0,1,False,O
13,0,Shipper,7,0,9999999,64,681,302,711,64|64|64|64|64|64|64,681|681|681|681|681|681|681,302|302|302|302|302|302|302,711|711|711|711|711|711|711,0,30,30,0,False,False,9,False,1,0,0,0,False,O
13,1,/,1,7,9,64,681,302,711,64,681,302,711,-238,30,30,0,False,True,9,True,1,0,0,0,False,O
13,2,Exporter,8,8,99999999,64,681,302,711,64|64|64|64|64|64|64|64,681|681|681|681|681|681|681|681,302|302|302|302|302|302|302|302,711|711|711|711|711|711|711|711,-238,30,30,0,False,False,9,False,1,0,0,0,False,O
13,3,:,1,16,9,64,681,302,711,64,681,302,711,-238,30,30,0,False,True,9,True,1,0,0,1,False,O
13,4,Traxle,6,18,888888,315,681,394,706,315|315|315|315|315|315,681|681|681|681|681|681,394|394|394|394|394|394,706|706|706|706|706|706,13,25,25,0,False,False,8,False,1,0,0,2,False,B-PS_ShipperAddressRecipient
13,5,Manufacturing,13,25,9999999999999,401,682,582,712,401|401|401|401|401|401|401|401|401|401|401|401|401,682|682|682|682|682|682|682|682|682|682|682|682|682,582|582|582|582|582|582|582|582|582|582|582|582|582,712|712|712|712|712|712|712|712|712|712|712|712|712,7,30,30,0,False,False,9,False,1,0,0,2,False,I-PS_ShipperAddressRecipient
13,6,Consignee,9,39,999999999,976,685,1121,716,976|976|976|976|976|976|976|976|976,685|685|685|685|685|685|685|685|685,1121|1121|1121|1121|1121|1121|1121|1121|1121,716|716|716|716|716|716|716|716|716,394,31,31,0,False,False,9,False,1,0,0,3,False,O
13,7,:,1,48,9,976,685,1121,716,976,685,1121,716,-145,31,31,0,False,True,9,True,1,0,0,4,False,O
13,8,FCA,3,50,777,1136,686,1231,711,1136|1136|1136,686|686|686,1231|1231|1231,711|711|711,15,25,25,0,True,False,7,False,1,0,0,5,False,B-PS_ShippingAddressRecipient
13,9,US,2,54,77,1136,686,1231,711,1136|1136,686|686,1231|1231,711|711,-95,25,25,0,True,False,7,False,1,0,0,5,False,I-PS_ShippingAddressRecipient
13,10,Inc.,4,57,9999,1239,686,1282,711,1239|1239|1239|1239,686|686|686|686,1282|1282|1282|1282,711|711|711|711,8,25,25,0,False,True,9,False,1,0,0,5,False,I-PS_ShippingAddressRecipient
14,0,280,3,0,999,316,718,366,742,316|316|316,718|718|718,366|366|366,742|742|742,0,24,24,0,False,False,9,False,1,0,3,0,True,B-PS_ShipperAddress
14,1,Speedvale,9,4,999999999,374,718,509,747,374|374|374|374|374|374|374|374|374,718|718|718|718|718|718|718|718|718,509|509|509|509|509|509|509|509|509,747|747|747|747|747|747|747|747|747,8,29,29,0,False,False,9,False,1,0,0,0,False,I-PS_ShipperAddress
14,2,Ave,3,14,999,515,718,561,743,515|515|515,718|718|718,561|561|561,743|743|743,6,25,25,0,False,False,9,False,1,0,0,0,False,I-PS_ShipperAddress
14,3,West,4,18,9999,567,719,636,743,567|567|567|567,719|719|719|719,636|636|636|636,743|743|743|743,6,24,24,0,False,False,9,False,1,0,0,0,False,I-PS_ShipperAddress
14,4,KOKOMO,6,23,999999,1135,722,1253,746,1135|1135|1135|1135|1135|1135,722|722|722|722|722|722,1253|1253|1253|1253|1253|1253,746|746|746|746|746|746,499,24,24,0,True,False,9,False,1,0,0,1,False,B-PS_ShippingAddress
14,5,CASTING,7,30,9999999,1258,721,1379,746,1258|1258|1258|1258|1258|1258|1258,721|721|721|721|721|721|721,1379|1379|1379|1379|1379|1379|1379,746|746|746|746|746|746|746,5,25,25,0,True,False,9,False,1,0,0,1,False,I-PS_ShippingAddress
14,6,PLANT,5,38,99999,1385,721,1473,745,1385|1385|1385|1385|1385,721|721|721|721|721,1473|1473|1473|1473|1473,745|745|745|745|745,6,24,24,0,True,False,9,False,1,0,0,1,False,I-PS_ShippingAddress
14,7,(05111),7,44,9999999,1479,720,1576,750,1479|1479|1479|1479|1479|1479|1479,720|720|720|720|720|720|720,1576|1576|1576|1576|1576|1576|1576,750|750|750|750|750|750|750,6,30,30,0,False,True,9,False,1,0,5,1,False,I-PS_ShippingAddress
15,0,"Guelph,",7,0,9999999,317,753,418,784,317|317|317|317|317|317|317,753|753|753|753|753|753|753,418|418|418|418|418|418|418,784|784|784|784|784|784|784,0,31,31,0,False,True,9,False,1,0,0,0,False,I-PS_ShipperAddress
15,1,ON,2,8,99,425,754,467,779,425|425,754|754,467|467,779|779,7,25,25,0,True,False,9,False,1,0,0,0,False,I-PS_ShipperAddress
15,2,N1H,3,11,999,474,754,533,779,474|474|474,754|754|754,533|533|533,779|779|779,7,25,25,0,False,False,9,False,1,0,1,0,False,I-PS_ShipperAddress
15,3,1C4,3,15,999,542,754,593,779,542|542|542,754|754|754,593|593|593,779|779|779,9,25,25,0,False,False,9,False,1,0,2,0,False,I-PS_ShipperAddress
15,4,1001,4,19,9999,1136,758,1194,781,1136|1136|1136|1136,758|758|758|758,1194|1194|1194|1194,781|781|781|781,543,23,23,0,False,False,9,False,1,0,4,1,True,I-PS_ShippingAddress
15,5,East,4,24,9999,1204,757,1263,782,1204|1204|1204|1204,757|757|757|757,1263|1263|1263|1263,782|782|782|782,10,25,25,0,False,False,9,False,1,0,0,1,False,I-PS_ShippingAddress
15,6,Boulevard,9,29,999999999,1268,757,1393,782,1268|1268|1268|1268|1268|1268|1268|1268|1268,757|757|757|757|757|757|757|757|757,1393|1393|1393|1393|1393|1393|1393|1393|1393,782|782|782|782|782|782|782|782|782,5,25,25,0,False,False,9,False,1,0,0,1,False,I-PS_ShippingAddress
16,0,CA,2,0,99,316,790,359,814,316|316,790|790,359|359,814|814,0,24,24,0,True,False,9,False,1,0,0,0,False,I-PS_ShipperAddress
16,1,"Kokomo,",7,3,9999999,1135,793,1244,821,1135|1135|1135|1135|1135|1135|1135,793|793|793|793|793|793|793,1244|1244|1244|1244|1244|1244|1244,821|821|821|821|821|821|821,776,28,28,0,False,True,9,False,1,0,0,1,False,I-PS_ShippingAddress
16,2,IN,2,11,99,1252,793,1278,817,1252|1252,793|793,1278|1278,817|817,8,24,24,0,True,False,9,False,1,0,0,1,False,I-PS_ShippingAddress
16,3,469046,6,14,999999,1284,793,1381,817,1284|1284|1284|1284|1284|1284,793|793|793|793|793|793,1381|1381|1381|1381|1381|1381,817|817|817|817|817|817,6,24,24,0,False,False,9,False,1,0,6,1,True,I-PS_ShippingAddress
17,0,US,2,0,99,1135,828,1172,852,1135|1135,828|828,1172|1172,852|852,0,24,24,0,True,False,9,False,1,0,0,0,False,I-PS_ShippingAddress
18,0,Made,4,0,9999,65,868,138,892,65|65|65|65,868|868|868|868,138|138|138|138,892|892|892|892,0,24,24,0,False,False,9,False,1,0,0,0,False,O
18,1,In,2,5,99,145,867,178,892,145|145,867|867,178|178,892|892,7,25,25,0,False,False,9,False,1,0,0,0,False,O
18,2,:,1,7,9,145,867,178,892,145,867,178,892,-33,25,25,0,False,True,9,True,1,0,0,1,False,O
18,3,CANADA,6,9,999999,316,867,435,891,316|316|316|316|316|316,867|867|867|867|867|867,435|435|435|435|435|435,891|891|891|891|891|891,138,24,24,0,True,False,9,False,1,0,0,2,False,O
19,0,DETAIL,6,0,999999,901,930,1005,956,901|901|901|901|901|901,930|930|930|930|930|930,1005|1005|1005|1005|1005|1005,956|956|956|956|956|956,0,26,26,0,True,False,9,False,1,0,0,0,False,O
20,0,#,1,0,9,64,984,84,1011,64,984,84,1011,0,27,27,0,False,True,9,False,1,0,0,0,False,O
20,1,of,2,2,99,92,984,124,1010,92|92,984|984,124|124,1010|1010,8,26,26,0,False,False,9,False,1,0,0,0,False,O
20,2,Pkgs,4,5,9999,131,983,204,1016,131|131|131|131,983|983|983|983,204|204|204|204,1016|1016|1016|1016,7,33,33,0,False,False,9,False,1,0,0,0,False,O
20,3,Part,4,10,9999,219,983,282,1010,219|219|219|219,983|983|983|983,282|282|282|282,1010|1010|1010|1010,15,27,27,0,False,False,9,False,1,0,0,0,False,O
20,4,Number,6,15,999999,290,983,409,1009,290|290|290|290|290|290,983|983|983|983|983|983,409|409|409|409|409|409,1009|1009|1009|1009|1009|1009,8,26,26,0,False,False,9,False,1,0,0,0,False,O
20,5,Full,4,22,9999,737,983,792,1009,737|737|737|737,983|983|983|983,792|792|792|792,1009|1009|1009|1009,328,26,26,0,False,False,9,False,1,0,0,1,False,O
20,6,Description,11,27,99999999999,802,984,963,1015,802|802|802|802|802|802|802|802|802|802|802,984|984|984|984|984|984|984|984|984|984|984,963|963|963|963|963|963|963|963|963|963|963,1015|1015|1015|1015|1015|1015|1015|1015|1015|1015|1015,10,31,31,0,False,False,9,False,1,0,0,1,False,O
20,7,of,2,39,99,972,984,1002,1010,972|972,984|984,1002|1002,1010|1010,9,26,26,0,False,False,9,False,1,0,0,1,False,O
20,8,Goods,5,42,99999,1008,984,1101,1010,1008|1008|1008|1008|1008,984|984|984|984|984,1101|1101|1101|1101|1101,1010|1010|1010|1010|1010,6,26,26,0,False,False,9,False,1,0,0,1,False,O
20,9,Quantity,8,48,99999999,1451,981,1574,1012,1451|1451|1451|1451|1451|1451|1451|1451,981|981|981|981|981|981|981|981,1574|1574|1574|1574|1574|1574|1574|1574,1012|1012|1012|1012|1012|1012|1012|1012,350,31,31,0,False,False,9,False,1,0,0,2,False,O
20,10,Gross,5,57,99999,1651,980,1733,1006,1651|1651|1651|1651|1651,980|980|980|980|980,1733|1733|1733|1733|1733,1006|1006|1006|1006|1006,77,26,26,0,False,False,9,False,1,0,0,3,False,O
21,0,Country,7,0,9999999,220,1022,336,1052,220|220|220|220|220|220|220,1022|1022|1022|1022|1022|1022|1022,336|336|336|336|336|336|336,1052|1052|1052|1052|1052|1052|1052,0,30,30,0,False,False,9,False,1,0,0,0,False,O
21,1,of,2,8,99,344,1021,376,1047,344|344,1021|1021,376|376,1047|1047,8,26,26,0,False,False,9,False,1,0,0,0,False,O
21,2,Origin,6,11,999999,382,1021,474,1052,382|382|382|382|382|382,1021|1021|1021|1021|1021|1021,474|474|474|474|474|474,1052|1052|1052|1052|1052|1052,6,31,31,0,False,False,9,False,1,0,0,0,False,O
21,3,HS,2,18,99,736,1020,778,1048,736|736,1020|1020,778|778,1048|1048,262,28,28,0,True,False,9,False,1,0,0,1,False,O
21,4,Code,4,21,9999,788,1021,862,1047,788|788|788|788,1021|1021|1021|1021,862|862|862|862,1047|1047|1047|1047,10,26,26,0,False,False,9,False,1,0,0,1,False,O
21,5,/,1,26,9,870,1021,883,1047,870,1021,883,1047,8,26,26,0,False,True,9,True,1,0,0,1,False,O
21,6,Customer,8,28,99999999,888,1022,1029,1047,888|888|888|888|888|888|888|888,1022|1022|1022|1022|1022|1022|1022|1022,1029|1029|1029|1029|1029|1029|1029|1029,1047|1047|1047|1047|1047|1047|1047|1047,5,25,25,0,False,False,9,False,1,0,0,1,False,O
21,7,PO#,3,37,666,1030,1020,1183,1048,1030|1030|1030,1020|1020|1020,1183|1183|1183,1048|1048|1048,1,28,28,0,False,True,6,False,1,0,0,1,False,O
21,8,/,1,41,6,1030,1020,1183,1048,1030,1020,1183,1048,-153,28,28,0,False,True,6,True,1,0,0,1,False,O
21,9,Line,4,43,6666,1030,1020,1183,1048,1030|1030|1030|1030,1020|1020|1020|1020,1183|1183|1183|1183,1048|1048|1048|1048,-153,28,28,0,False,False,6,False,1,0,0,1,False,O
