,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,language,IsRightToLeftWord,Label,Score,HG,VG
48,48,48,48,48,9,2,HAVE,4,9,9999,756,1146,832,1170,756|756|756|756,1146|1146|1146|1146,832|832|832|832,1170|1170|1170|1170,7,24,24,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
49,49,49,49,49,9,3,CHECKED,7,14,9999999,838,1146,978,1170,838|838|838|838|838|838|838,1146|1146|1146|1146|1146|1146|1146,978|978|978|978|978|978|978,1170|1170|1170|1170|1170|1170|1170,6,24,24,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
50,50,50,50,50,9,4,ALL,3,22,999,983,1147,1036,1170,983|983|983,1147|1147|1147,1036|1036|1036,1170|1170|1170,5,23,23,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
51,51,51,51,51,9,5,AREAS,5,26,99999,1041,1147,1138,1170,1041|1041|1041|1041|1041,1147|1147|1147|1147|1147,1138|1138|1138|1138|1138,1170|1170|1170|1170|1170,5,23,23,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
52,52,52,52,52,9,6,Subtotal,8,32,99999999,1156,1156,1271,1179,1156|1156|1156|1156|1156|1156|1156|1156,1156|1156|1156|1156|1156|1156|1156|1156,1271|1271|1271|1271|1271|1271|1271|1271,1179|1179|1179|1179|1179|1179|1179|1179,18,23,23,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
53,53,53,53,53,9,7,$31.65,6,41,999999,2402,1153,2491,1180,2402|2402|2402|2402|2402|2402,1153|1153|1153|1153|1153|1153,2491|2491|2491|2491|2491|2491,1180|1180|1180|1180|1180|1180,1131,27,27,0,False,True,9,False,1,0,4,1,False,English,False,O,100.0,0,0
54,54,54,54,54,10,0,BEFORE,6,0,999999,608,1181,726,1204,608|608|608|608|608|608,1181|1181|1181|1181|1181|1181,726|726|726|726|726|726,1204|1204|1204|1204|1204|1204,0,23,23,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
55,55,55,55,55,10,1,REPLACING.,10,7,8888888888,736,1180,908,1205,736|736|736|736|736|736|736|736|736|736,1180|1180|1180|1180|1180|1180|1180|1180|1180|1180,908|908|908|908|908|908|908|908|908|908,1205|1205|1205|1205|1205|1205|1205|1205|1205|1205,10,25,25,0,False,True,8,False,1,0,0,0,False,English,False,O,100.0,0,0
56,56,56,56,56,10,2,Tax,3,18,999,1156,1192,1199,1214,1156|1156|1156,1192|1192|1192,1199|1199|1199,1214|1214|1214,248,22,22,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
57,57,57,57,57,10,3,$2.29,5,22,99999,2419,1190,2491,1217,2419|2419|2419|2419|2419,1190|1190|1190|1190|1190,2491|2491|2491|2491|2491,1217|1217|1217|1217|1217,1220,27,27,0,False,True,9,False,1,0,3,2,False,English,False,O,100.0,0,0
58,58,58,58,58,11,0,Cause,5,0,99999,430,1216,522,1240,430|430|430|430|430,1216|1216|1216|1216|1216,522|522|522|522|522,1240|1240|1240|1240|1240,0,24,24,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
59,59,59,59,59,11,1,:,1,5,9,430,1216,522,1240,430,1216,522,1240,-92,24,24,0,False,True,9,True,1,0,0,1,False,English,False,O,100.0,0,0
60,60,60,60,60,11,2,MISSING,7,7,9999999,607,1216,730,1239,607|607|607|607|607|607|607,1216|1216|1216|1216|1216|1216|1216,730|730|730|730|730|730|730,1239|1239|1239|1239|1239|1239|1239,85,23,23,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
61,61,61,61,61,11,3,$33.94,6,15,999999,2402,1225,2492,1252,2402|2402|2402|2402|2402|2402,1225|1225|1225|1225|1225|1225,2492|2492|2492|2492|2492|2492,1252|1252|1252|1252|1252|1252,1672,27,27,0,False,True,9,False,1,0,4,3,False,English,False,O,100.0,0,0
62,62,62,62,62,12,0,Correction,10,0,9999999999,430,1251,572,1275,430|430|430|430|430|430|430|430|430|430,1251|1251|1251|1251|1251|1251|1251|1251|1251|1251,572|572|572|572|572|572|572|572|572|572,1275|1275|1275|1275|1275|1275|1275|1275|1275|1275,0,24,24,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
63,63,63,63,63,12,1,:,1,10,9,430,1251,572,1275,430,1251,572,1275,-142,24,24,0,False,True,9,True,1,0,0,1,False,English,False,O,100.0,0,0
64,64,64,64,64,12,2,INSTALL,7,12,9999999,609,1252,721,1274,609|609|609|609|609|609|609,1252|1252|1252|1252|1252|1252|1252,721|721|721|721|721|721|721,1274|1274|1274|1274|1274|1274|1274,37,22,22,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
65,65,65,65,65,12,3,SPARE,5,20,99999,731,1250,823,1274,731|731|731|731|731,1250|1250|1250|1250|1250,823|823|823|823|823,1274|1274|1274|1274|1274,10,24,24,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
66,66,66,66,66,12,4,FUSES,5,26,99999,833,1250,928,1274,833|833|833|833|833,1250|1250|1250|1250|1250,928|928|928|928|928,1274|1274|1274|1274|1274,10,24,24,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
67,67,67,67,67,12,5,/,1,32,9,936,1250,946,1274,936,1250,946,1274,8,24,24,0,False,True,9,True,1,0,0,2,False,English,False,O,100.0,0,0
68,68,68,68,68,12,6,KIT,3,34,999,953,1250,1001,1274,953|953|953,1250|1250|1250,1001|1001|1001,1274|1274|1274,7,24,24,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
69,69,69,69,69,12,7,/,1,38,9,1006,1251,1017,1274,1006,1251,1017,1274,5,23,23,0,False,True,9,True,1,0,0,2,False,English,False,O,100.0,0,0
70,70,70,70,70,12,8,NO,2,40,99,1025,1251,1067,1274,1025|1025,1251|1251,1067|1067,1274|1274,8,23,23,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
71,71,71,71,71,12,9,DIA-,4,43,9999,1075,1251,1131,1274,1075|1075|1075|1075,1251|1251|1251|1251,1131|1131|1131|1131,1274|1274|1274|1274,8,23,23,0,False,True,9,False,1,0,0,2,False,English,False,O,100.0,0,0
72,72,72,72,72,13,0,GNOSTICS,8,0,99999999,607,1286,761,1309,607|607|607|607|607|607|607|607,1286|1286|1286|1286|1286|1286|1286|1286,761|761|761|761|761|761|761|761,1309|1309|1309|1309|1309|1309|1309|1309,0,23,23,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
73,73,73,73,73,13,1,/,1,9,9,766,1287,777,1309,766,1287,777,1309,5,22,22,0,False,True,9,True,1,0,0,0,False,English,False,O,100.0,0,0
74,74,74,74,74,13,2,NO,2,11,99,785,1286,827,1309,785|785,1286|1286,827|827,1309|1309,8,23,23,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
75,75,75,75,75,13,3,REPAIRS,7,14,9999999,836,1286,957,1309,836|836|836|836|836|836|836,1286|1286|1286|1286|1286|1286|1286,957|957|957|957|957|957|957,1309|1309|1309|1309|1309|1309|1309,9,23,23,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
76,76,76,76,76,14,0,Note,4,0,9999,431,1321,499,1344,431|431|431|431,1321|1321|1321|1321,499|499|499|499,1344|1344|1344|1344,0,23,23,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
77,77,77,77,77,14,1,:,1,4,9,431,1321,499,1344,431,1321,499,1344,-68,23,23,0,False,True,9,True,1,0,0,1,False,English,False,O,100.0,0,0
78,78,78,78,78,14,2,INSTALL,7,6,9999999,609,1321,722,1343,609|609|609|609|609|609|609,1321|1321|1321|1321|1321|1321|1321,722|722|722|722|722|722|722,1343|1343|1343|1343|1343|1343|1343,110,22,22,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
79,79,79,79,79,14,3,SPARE,5,14,99999,731,1320,823,1344,731|731|731|731|731,1320|1320|1320|1320|1320,823|823|823|823|823,1344|1344|1344|1344|1344,9,24,24,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
80,80,80,80,80,14,4,FUSES,5,20,99999,834,1320,928,1343,834|834|834|834|834,1320|1320|1320|1320|1320,928|928|928|928|928,1343|1343|1343|1343|1343,11,23,23,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
81,81,81,81,81,14,5,OR,2,26,99,937,1320,981,1343,937|937,1320|1320,981|981,1343|1343,9,23,23,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
82,82,82,82,82,14,6,FUSE,4,29,9999,990,1320,1066,1343,990|990|990|990,1320|1320|1320|1320,1066|1066|1066|1066,1343|1343|1343|1343,9,23,23,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
83,83,83,83,83,14,7,KIT,3,34,999,1074,1320,1122,1343,1074|1074|1074,1320|1320|1320,1122|1122|1122,1343|1343|1343,8,23,23,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
84,84,84,84,84,15,0,TO,2,0,99,609,1355,647,1378,609|609,1355|1355,647|647,1378|1378,0,23,23,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
85,85,85,85,85,15,1,VEHICLE,7,3,9999999,653,1355,776,1378,653|653|653|653|653|653|653,1355|1355|1355|1355|1355|1355|1355,776|776|776|776|776|776|776,1378|1378|1378|1378|1378|1378|1378,6,23,23,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
86,86,86,86,86,15,2,AS,2,11,99,784,1355,823,1378,784|784,1355|1355,823|823,1378|1378,8,23,23,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
87,87,87,87,87,15,3,PER,3,14,999,832,1355,891,1379,832|832|832,1355|1355|1355,891|891|891,1379|1379|1379,9,24,24,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
88,88,88,88,88,15,4,D.O.T.,6,18,999999,899,1355,978,1378,899|899|899|899|899|899,1355|1355|1355|1355|1355|1355,978|978|978|978|978|978,1378|1378|1378|1378|1378|1378,8,23,23,0,False,True,9,False,1,0,0,0,False,English,False,O,100.0,0,0
89,89,89,89,89,15,5,REGULATI,8,25,99999999,986,1355,1126,1378,986|986|986|986|986|986|986|986,1355|1355|1355|1355|1355|1355|1355|1355,1126|1126|1126|1126|1126|1126|1126|1126,1378|1378|1378|1378|1378|1378|1378|1378,8,23,23,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
90,90,90,90,90,16,0,ON,2,0,99,608,1390,652,1413,608|608,1390|1390,652|652,1413|1413,0,23,23,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
91,91,91,91,91,16,1,SECTION,7,3,9999999,660,1390,788,1413,660|660|660|660|660|660|660,1390|1390|1390|1390|1390|1390|1390,788|788|788|788|788|788|788,1413|1413|1413|1413|1413|1413|1413,8,23,23,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
92,92,92,92,92,16,2,393.95.,7,11,9999999,796,1390,892,1413,796|796|796|796|796|796|796,1390|1390|1390|1390|1390|1390|1390,892|892|892|892|892|892|892,1413|1413|1413|1413|1413|1413|1413,8,23,23,0,False,True,9,False,1,0,5,0,False,English,False,O,100.0,0,0
93,93,93,93,93,17,0,COOLING,7,0,9999999,432,1425,564,1448,432|432|432|432|432|432|432,1425|1425|1425|1425|1425|1425|1425,564|564|564|564|564|564|564,1448|1448|1448|1448|1448|1448|1448,0,23,23,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
94,94,94,94,94,17,1,SYSTEM,6,8,999999,574,1425,693,1448,574|574|574|574|574|574,1425|1425|1425|1425|1425|1425,693|693|693|693|693|693,1448|1448|1448|1448|1448|1448,10,23,23,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
95,95,95,95,95,17,2,Labor,5,15,99999,1156,1425,1230,1448,1156|1156|1156|1156|1156,1425|1425|1425|1425|1425,1230|1230|1230|1230|1230,1448|1448|1448|1448|1448,463,23,23,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
96,96,96,96,96,17,3,0.30,4,21,9999,1936,1425,1993,1448,1936|1936|1936|1936,1425|1425|1425|1425,1993|1993|1993|1993,1448|1448|1448|1448,706,23,23,0,False,True,9,False,1,0,3,2,True,English,False,O,100.0,0,0
97,97,97,97,97,17,4,$125.00,7,26,9999999,2113,1423,2219,1451,2113|2113|2113|2113|2113|2113|2113,1423|1423|1423|1423|1423|1423|1423,2219|2219|2219|2219|2219|2219|2219,1451|1451|1451|1451|1451|1451|1451,120,28,28,0,False,True,9,False,1,0,5,3,False,English,False,O,100.0,0,0
98,98,98,98,98,17,5,$37.50,6,34,999999,2402,1424,2491,1450,2402|2402|2402|2402|2402|2402,1424|1424|1424|1424|1424|1424,2491|2491|2491|2491|2491|2491,1450|1450|1450|1450|1450|1450,183,26,26,0,False,True,9,False,1,0,4,4,False,English,False,O,100.0,0,0
99,99,99,99,99,18,0,Complaint,9,0,999999999,430,1460,567,1489,430|430|430|430|430|430|430|430|430,1460|1460|1460|1460|1460|1460|1460|1460|1460,567|567|567|567|567|567|567|567|567,1489|1489|1489|1489|1489|1489|1489|1489|1489,0,29,29,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
100,100,100,100,100,18,1,:,1,9,9,430,1460,567,1489,430,1460,567,1489,-137,29,29,0,False,True,9,True,1,0,0,1,False,English,False,O,100.0,0,0
101,101,101,101,101,18,2,ENGINE,6,11,999999,609,1460,719,1483,609|609|609|609|609|609,1460|1460|1460|1460|1460|1460,719|719|719|719|719|719,1483|1483|1483|1483|1483|1483,42,23,23,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
102,102,102,102,102,18,3,COOLANT,7,18,9999999,727,1459,868,1483,727|727|727|727|727|727|727,1459|1459|1459|1459|1459|1459|1459,868|868|868|868|868|868|868,1483|1483|1483|1483|1483|1483|1483,8,24,24,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
103,103,103,103,103,18,4,CONCERN,7,26,9999999,876,1460,1022,1483,876|876|876|876|876|876|876,1460|1460|1460|1460|1460|1460|1460,1022|1022|1022|1022|1022|1022|1022,1483|1483|1483|1483|1483|1483|1483,8,23,23,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
