,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,language,IsRightToLeftWord,Label,Score,HG,VG
10,10,10,10,10,1,10,Hours,5,66,99999,1750,59,1855,89,1750|1750|1750|1750|1750,59|59|59|59|59,1855|1855|1855|1855|1855,89|89|89|89|89,112,30,30,0,False,False,9,False,1,0,0,8,False,English,False,O,100.0,0,0
11,11,11,11,11,1,11,:,1,71,9,1750,59,1855,89,1750,59,1855,89,-105,30,30,0,False,True,9,True,1,0,0,9,False,English,False,O,100.0,0,0
12,12,12,12,12,1,12,"0,00",4,73,7777,1903,59,1975,88,1903|1903|1903|1903,59|59|59|59,1975|1975|1975|1975,88|88|88|88,48,29,29,0,False,True,7,False,1,0,3,10,True,English,False,O,100.0,0,0
13,13,13,13,13,1,13,MFG,3,78,999,2158,58,2239,88,2158|2158|2158,58|58|58,2239|2239|2239,88|88|88,183,30,30,0,True,False,9,False,1,0,0,11,False,English,False,O,100.0,0,0
14,14,14,14,14,1,14,MTD,3,82,999,2257,58,2341,88,2257|2257|2257,58|58|58,2341|2341|2341,88|88|88,18,30,30,0,True,False,9,False,1,0,0,11,False,English,False,O,100.0,0,0
15,15,15,15,15,1,15,>>>>,4,86,8888,2352,62,2437,84,2352|2352|2352|2352,62|62|62|62,2437|2437|2437|2437,84|84|84|84,11,22,22,0,False,True,8,False,1,0,0,11,False,English,False,O,100.0,0,0
16,16,16,16,16,2,0,Part,4,0,9999,125,152,193,182,125|125|125|125,152|152|152|152,193|193|193|193,182|182|182|182,0,30,30,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
17,17,17,17,17,2,1,Number,6,5,999999,204,152,336,181,204|204|204|204|204|204,152|152|152|152|152|152,336|336|336|336|336|336,181|181|181|181|181|181,11,29,29,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
18,18,18,18,18,2,2,Description,11,12,99999999999,750,151,935,188,750|750|750|750|750|750|750|750|750|750|750,151|151|151|151|151|151|151|151|151|151|151,935|935|935|935|935|935|935|935|935|935|935,188|188|188|188|188|188|188|188|188|188|188,414,37,37,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
19,19,19,19,19,2,3,Retail,6,24,999999,1409,152,1502,182,1409|1409|1409|1409|1409|1409,152|152|152|152|152|152,1502|1502|1502|1502|1502|1502,182|182|182|182|182|182,474,30,30,0,False,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
20,20,20,20,20,2,4,Price,5,31,99999,1515,152,1598,181,1515|1515|1515|1515|1515,152|152|152|152|152,1598|1598|1598|1598|1598,181|181|181|181|181,13,29,29,0,False,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
21,21,21,21,21,2,5,Unit,4,37,9999,1713,152,1779,182,1713|1713|1713|1713,152|152|152|152,1779|1779|1779|1779,182|182|182|182,115,30,30,0,False,False,9,False,1,0,0,3,False,English,False,O,100.0,0,0
22,22,22,22,22,2,6,Price,5,42,99999,1790,152,1873,181,1790|1790|1790|1790|1790,152|152|152|152|152,1873|1873|1873|1873|1873,181|181|181|181|181,11,29,29,0,False,False,9,False,1,0,0,3,False,English,False,O,100.0,0,0
23,23,23,23,23,2,7,Qty,3,48,999,2017,152,2073,188,2017|2017|2017,152|152|152,2073|2073|2073,188|188|188,144,36,36,0,False,False,9,False,1,0,0,4,False,English,False,O,100.0,0,0
24,24,24,24,24,2,8,Extended,8,52,99999999,2243,151,2398,182,2243|2243|2243|2243|2243|2243|2243|2243,151|151|151|151|151|151|151|151,2398|2398|2398|2398|2398|2398|2398|2398,182|182|182|182|182|182|182|182,170,31,31,0,False,False,9,False,1,0,0,5,False,English,False,O,100.0,0,0
25,25,25,25,25,3,0,Repairs,7,0,9999999,101,230,227,266,101|101|101|101|101|101|101,230|230|230|230|230|230|230,227|227|227|227|227|227|227,266|266|266|266|266|266|266,0,36,36,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
26,26,26,26,26,3,1,are,3,8,999,239,235,291,259,239|239|239,235|235|235,291|291|291,259|259|259,12,24,24,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
27,27,27,27,27,3,2,warranted,9,12,999999999,301,230,467,259,301|301|301|301|301|301|301|301|301,230|230|230|230|230|230|230|230|230,467|467|467|467|467|467|467|467|467,259|259|259|259|259|259|259|259|259,10,29,29,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
28,28,28,28,28,3,3,for,3,22,999,477,230,522,259,477|477|477,230|230|230,522|522|522,259|259|259,10,29,29,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
29,29,29,29,29,3,4,30,2,26,99,533,230,573,259,533|533,230|230,573|573,259|259,11,29,29,0,False,False,9,False,1,0,2,0,True,English,False,O,100.0,0,0
30,30,30,30,30,3,5,days,4,29,9999,585,231,660,265,585|585|585|585,231|231|231|231,660|660|660|660,265|265|265|265,12,34,34,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
31,31,31,31,31,3,6,from,4,34,9999,672,230,746,259,672|672|672|672,230|230|230|230,746|746|746|746,259|259|259|259,12,29,29,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
32,32,32,32,32,3,7,the,3,39,999,757,231,809,259,757|757|757,231|231|231,809|809|809,259|259|259,11,28,28,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
33,33,33,33,33,3,8,date,4,43,9999,821,230,892,259,821|821|821|821,230|230|230|230,892|892|892|892,259|259|259|259,12,29,29,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
34,34,34,34,34,3,9,of,2,48,99,904,230,936,259,904|904,230|230,936|936,259|259,12,29,29,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
35,35,35,35,35,3,10,payment.,8,51,99999999,946,231,1095,267,946|946|946|946|946|946|946|946,231|231|231|231|231|231|231|231,1095|1095|1095|1095|1095|1095|1095|1095,267|267|267|267|267|267|267|267,10,36,36,0,False,True,9,False,1,0,0,0,False,English,False,O,100.0,0,0
36,36,36,36,36,3,11,Parts,5,60,99999,1120,230,1204,259,1120|1120|1120|1120|1120,230|230|230|230|230,1204|1204|1204|1204|1204,259|259|259|259|259,25,29,29,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
37,37,37,37,37,3,12,are,3,66,999,1217,237,1269,259,1217|1217|1217,237|237|237,1269|1269|1269,259|259|259,13,22,22,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
38,38,38,38,38,4,0,warranted,9,0,999999999,98,278,264,307,98|98|98|98|98|98|98|98|98,278|278|278|278|278|278|278|278|278,264|264|264|264|264|264|264|264|264,307|307|307|307|307|307|307|307|307,0,29,29,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
39,39,39,39,39,4,1,per,3,10,999,276,284,329,314,276|276|276,284|284|284,329|329|329,314|314|314,12,30,30,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
40,40,40,40,40,4,2,the,3,14,999,338,278,391,307,338|338|338,278|278|278,391|391|391,307|307|307,9,29,29,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
41,41,41,41,41,4,3,manufacturer's,14,18,99999999999999,403,278,646,307,403|403|403|403|403|403|403|403|403|403|403|403|403|403,278|278|278|278|278|278|278|278|278|278|278|278|278|278,646|646|646|646|646|646|646|646|646|646|646|646|646|646,307|307|307|307|307|307|307|307|307|307|307|307|307|307,12,29,29,0,False,True,9,False,1,0,0,0,False,English,False,O,100.0,0,0
42,42,42,42,42,4,4,warranty,8,33,99999999,656,279,800,314,656|656|656|656|656|656|656|656,279|279|279|279|279|279|279|279,800|800|800|800|800|800|800|800,314|314|314|314|314|314|314|314,10,35,35,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
43,43,43,43,43,4,5,policy.,7,42,9999999,812,278,913,315,812|812|812|812|812|812|812,278|278|278|278|278|278|278,913|913|913|913|913|913|913,315|315|315|315|315|315|315,12,37,37,0,False,True,9,False,1,0,0,0,False,English,False,O,100.0,0,0
44,44,44,44,44,4,6,Parts,5,50,99999,1895,294,1979,323,1895|1895|1895|1895|1895,294|294|294|294|294,1979|1979|1979|1979|1979,323|323|323|323|323,982,29,29,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
45,45,45,45,45,4,7,Total,5,56,99999,1990,293,2077,323,1990|1990|1990|1990|1990,293|293|293|293|293,2077|2077|2077|2077|2077,323|323|323|323|323,11,30,30,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
46,46,46,46,46,4,8,:,1,61,9,1990,293,2077,323,1990,293,2077,323,-87,30,30,0,False,True,9,True,1,0,0,2,False,English,False,O,100.0,0,0
47,47,47,47,47,4,9,$73.48,6,63,999999,2269,293,2382,326,2269|2269|2269|2269|2269|2269,293|293|293|293|293|293,2382|2382|2382|2382|2382|2382,326|326|326|326|326|326,192,33,33,0,False,True,9,False,1,0,4,3,False,English,False,O,100.0,0,0
48,48,48,48,48,5,0,Labor,5,0,99999,1886,344,1980,372,1886|1886|1886|1886|1886,344|344|344|344|344,1980|1980|1980|1980|1980,372|372|372|372|372,0,28,28,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
49,49,49,49,49,5,1,Total,5,6,99999,1991,343,2077,373,1991|1991|1991|1991|1991,343|343|343|343|343,2077|2077|2077|2077|2077,373|373|373|373|373,11,30,30,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
50,50,50,50,50,5,2,:,1,11,9,1991,343,2077,373,1991,343,2077,373,-86,30,30,0,False,True,9,True,1,0,0,1,False,English,False,O,100.0,0,0
51,51,51,51,51,5,3,$118.50,7,13,9999999,2252,343,2381,376,2252|2252|2252|2252|2252|2252|2252,343|343|343|343|343|343|343,2381|2381|2381|2381|2381|2381|2381,376|376|376|376|376|376|376,175,33,33,0,False,True,9,False,1,0,5,2,False,English,False,O,100.0,0,0
52,52,52,52,52,6,0,Thanks,6,0,999999,99,373,221,402,99|99|99|99|99|99,373|373|373|373|373|373,221|221|221|221|221|221,402|402|402|402|402|402,0,29,29,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
53,53,53,53,53,6,1,for,3,7,999,232,372,276,402,232|232|232,372|372|372,276|276|276,402|402|402,11,30,30,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
54,54,54,54,54,6,2,Shopping,8,11,99999999,288,372,443,410,288|288|288|288|288|288|288|288,372|372|372|372|372|372|372|372,443|443|443|443|443|443|443|443,410|410|410|410|410|410|410|410,12,38,38,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
55,55,55,55,55,6,3,at,2,20,99,454,375,485,402,454|454,375|375,485|485,402|402,11,27,27,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
56,56,56,56,56,6,4,Northern!!,10,23,9999999999,497,372,659,403,497|497|497|497|497|497|497|497|497|497,372|372|372|372|372|372|372|372|372|372,659|659|659|659|659|659|659|659|659|659,403|403|403|403|403|403|403|403|403|403,12,31,31,0,False,True,9,False,1,0,0,0,False,English,False,O,100.0,0,0
57,57,57,57,57,6,5,We,2,34,99,671,372,727,402,671|671,372|372,727|727,402|402,12,30,30,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
58,58,58,58,58,6,6,value,5,37,99999,738,373,827,403,738|738|738|738|738,373|373|373|373|373,827|827|827|827|827,403|403|403|403|403,11,30,30,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
59,59,59,59,59,6,7,your,4,43,9999,838,380,911,409,838|838|838|838,380|380|380|380,911|911|911|911,409|409|409|409,11,29,29,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
60,60,60,60,60,6,8,service,7,48,9999999,921,373,1039,403,921|921|921|921|921|921|921,373|373|373|373|373|373|373,1039|1039|1039|1039|1039|1039|1039,403|403|403|403|403|403|403,10,30,30,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
61,61,61,61,61,6,9,business!,9,56,999999999,1051,372,1209,403,1051|1051|1051|1051|1051|1051|1051|1051|1051,372|372|372|372|372|372|372|372|372,1209|1209|1209|1209|1209|1209|1209|1209|1209,403|403|403|403|403|403|403|403|403,12,31,31,0,False,True,9,False,1,0,0,0,False,English,False,O,100.0,0,0
62,62,62,62,62,6,10,Shipping,8,66,99999999,1792,392,1935,429,1792|1792|1792|1792|1792|1792|1792|1792,392|392|392|392|392|392|392|392,1935|1935|1935|1935|1935|1935|1935|1935,429|429|429|429|429|429|429|429,583,37,37,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
63,63,63,63,63,6,11,Charge,6,75,999999,1947,392,2077,429,1947|1947|1947|1947|1947|1947,392|392|392|392|392|392,2077|2077|2077|2077|2077|2077,429|429|429|429|429|429,12,37,37,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
64,64,64,64,64,6,12,:,1,81,9,1947,392,2077,429,1947,392,2077,429,-130,37,37,0,False,True,9,True,1,0,0,2,False,English,False,O,100.0,0,0
65,65,65,65,65,6,13,$10.00,6,83,999999,2269,392,2382,425,2269|2269|2269|2269|2269|2269,392|392|392|392|392|392,2382|2382|2382|2382|2382|2382,425|425|425|425|425|425,192,33,33,0,False,True,9,False,1,0,4,3,False,English,False,O,100.0,0,0
66,66,66,66,66,7,0,invoice,7,0,9999999,99,468,214,497,99|99|99|99|99|99|99,468|468|468|468|468|468|468,214|214|214|214|214|214|214,497|497|497|497|497|497|497,0,29,29,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
67,67,67,67,67,7,1,for,3,8,999,224,468,270,497,224|224|224,468|468|468,270|270|270,497|497|497,10,29,29,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
68,68,68,68,68,7,2,future,6,12,999999,279,467,374,497,279|279|279|279|279|279,467|467|467|467|467|467,374|374|374|374|374|374,497|497|497|497|497|497,9,30,30,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
69,69,69,69,69,7,3,reference.,10,19,9999999999,386,467,551,498,386|386|386|386|386|386|386|386|386|386,467|467|467|467|467|467|467|467|467|467,551|551|551|551|551|551|551|551|551|551,498|498|498|498|498|498|498|498|498|498,12,31,31,0,False,True,9,False,1,0,0,0,False,English,False,O,100.0,0,0
70,70,70,70,70,7,4,Remember,8,30,99999999,101,420,284,450,101|101|101|101|101|101|101|101,420|420|420|420|420|420|420|420,284|284|284|284|284|284|284|284,450|450|450|450|450|450|450|450,-450,30,30,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
71,71,71,71,71,7,5,Northern,8,39,99999999,295,419,437,450,295|295|295|295|295|295|295|295,419|419|419|419|419|419|419|419,437|437|437|437|437|437|437|437,450|450|450|450|450|450|450|450,11,31,31,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
72,72,72,72,72,7,6,for,3,48,999,448,420,493,449,448|448|448,420|420|420,493|493|493,449|449|449,11,29,29,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
73,73,73,73,73,7,7,all,3,52,999,504,419,539,449,504|504|504,419|419|419,539|539|539,449|449|449,11,30,30,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
74,74,74,74,74,7,8,your,4,56,9999,550,426,623,456,550|550|550|550,426|426|426|426,623|623|623|623,456|456|456|456,11,30,30,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
75,75,75,75,75,7,9,Parts,5,61,99999,636,420,719,450,636|636|636|636|636,420|420|420|420|420,719|719|719|719|719,450|450|450|450|450,13,30,30,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
76,76,76,76,76,7,10,&,1,67,9,732,420,756,450,732,420,756,450,13,30,30,0,False,True,9,True,1,0,0,0,False,English,False,O,100.0,0,0
77,77,77,77,77,7,11,Service,7,69,9999999,767,420,890,449,767|767|767|767|767|767|767,420|420|420|420|420|420|420,890|890|890|890|890|890|890,449|449|449|449|449|449|449,11,29,29,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
78,78,78,78,78,7,12,needs!!,7,77,9999999,902,419,1022,449,902|902|902|902|902|902|902,419|419|419|419|419|419|419,1022|1022|1022|1022|1022|1022|1022,449|449|449|449|449|449|449,12,30,30,0,False,True,9,False,1,0,0,0,False,English,False,O,100.0,0,0
79,79,79,79,79,7,13,Please,6,85,999999,1046,420,1157,450,1046|1046|1046|1046|1046|1046,420|420|420|420|420|420,1157|1157|1157|1157|1157|1157,450|450|450|450|450|450,24,30,30,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
80,80,80,80,80,7,14,retain,6,92,999999,1169,420,1261,450,1169|1169|1169|1169|1169|1169,420|420|420|420|420|420,1261|1261|1261|1261|1261|1261,450|450|450|450|450|450,12,30,30,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
81,81,81,81,81,7,15,Sub,3,99,999,1914,443,1980,472,1914|1914|1914,443|443|443,1980|1980|1980,472|472|472,653,29,29,0,False,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
82,82,82,82,82,7,16,Total,5,103,99999,1990,442,2077,472,1990|1990|1990|1990|1990,442|442|442|442|442,2077|2077|2077|2077|2077,472|472|472|472|472,10,30,30,0,False,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
83,83,83,83,83,7,17,:,1,108,9,1990,442,2077,472,1990,442,2077,472,-87,30,30,0,False,True,9,True,1,0,0,3,False,English,False,O,100.0,0,0
84,84,84,84,84,7,18,$201.98,7,110,9999999,2248,442,2381,475,2248|2248|2248|2248|2248|2248|2248,442|442|442|442|442|442|442,2381|2381|2381|2381|2381|2381|2381,475|475|475|475|475|475|475,171,33,33,0,False,True,9,False,1,0,5,4,False,English,False,B-Invoice_SubTotal,100.0,0,0
85,85,85,85,85,8,0,JP,2,0,99,1825,492,1867,521,1825|1825,492|492,1867|1867,521|521,0,29,29,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
86,86,86,86,86,8,1,tax,3,3,999,1877,493,1927,521,1877|1877|1877,493|493|493,1927|1927|1927,521|521|521,10,28,28,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
87,87,87,87,87,8,2,(9.50%),7,7,9999999,1939,491,2077,528,1939|1939|1939|1939|1939|1939|1939,491|491|491|491|491|491|491,2077|2077|2077|2077|2077|2077|2077,528|528|528|528|528|528|528,12,37,37,0,False,True,9,False,1,0,3,0,False,English,False,O,100.0,0,0
88,88,88,88,88,8,3,:,1,14,9,1939,491,2077,528,1939,491,2077,528,-138,37,37,0,False,True,9,True,1,0,0,1,False,English,False,O,100.0,0,0
89,89,89,89,89,8,4,$6.98,5,16,99999,2290,491,2382,523,2290|2290|2290|2290|2290,491|491|491|491|491,2382|2382|2382|2382|2382,523|523|523|523|523,213,32,32,0,False,True,9,False,1,0,3,2,False,English,False,B-Invoice_TotalTax,100.0,0,0
90,90,90,90,90,9,0,ALL,3,0,999,98,562,166,592,98|98|98,562|562|562,166|166|166,592|592|592,0,30,30,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
91,91,91,91,91,9,1,TAXES,5,4,99999,174,563,292,592,174|174|174|174|174,563|563|563|563|563,292|292|292|292|292,592|592|592|592|592,8,29,29,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
92,92,92,92,92,9,2,ARE,3,10,999,300,563,377,593,300|300|300,563|563|563,377|377|377,593|593|593,8,30,30,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
93,93,93,93,93,9,3,CALCULATED,10,14,9999999999,388,563,631,593,388|388|388|388|388|388|388|388|388|388,563|563|563|563|563|563|563|563|563|563,631|631|631|631|631|631|631|631|631|631,593|593|593|593|593|593|593|593|593|593,11,30,30,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
94,94,94,94,94,9,4,AT,2,25,99,640,563,685,592,640|640,563|563,685|685,592|592,9,29,29,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
95,95,95,95,95,9,5,THE,3,28,999,695,562,768,593,695|695|695,562|562|562,768|768|768,593|593|593,10,31,31,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
96,96,96,96,96,9,6,REGISTER,8,32,99999999,781,562,969,592,781|781|781|781|781|781|781|781,562|562|562|562|562|562|562|562,969|969|969|969|969|969|969|969,592|592|592|592|592|592|592|592,13,30,30,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
97,97,97,97,97,9,7,Total,5,41,99999,1984,549,2077,577,1984|1984|1984|1984|1984,549|549|549|549|549,2077|2077|2077|2077|2077,577|577|577|577|577,1015,28,28,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
98,98,98,98,98,9,8,:,1,46,9,1984,549,2077,577,1984,549,2077,577,-93,28,28,0,False,True,9,True,1,0,0,2,False,English,False,O,100.0,0,0
99,99,99,99,99,9,9,$208.96,7,48,9999999,2252,548,2381,580,2252|2252|2252|2252|2252|2252|2252,548|548|548|548|548|548|548,2381|2381|2381|2381|2381|2381|2381,580|580|580|580|580|580|580,175,32,32,0,False,True,9,False,1,0,5,3,False,English,False,B-Invoice_InvoiceTotal,100.0,101,101
100,100,100,100,100,10,0,Balance,7,0,9999999,1851,606,1988,636,1851|1851|1851|1851|1851|1851|1851,606|606|606|606|606|606|606,1988|1988|1988|1988|1988|1988|1988,636|636|636|636|636|636|636,0,30,30,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
101,101,101,101,101,10,1,Due,3,8,999,2001,607,2078,636,2001|2001|2001,607|607|607,2078|2078|2078,636|636|636,13,29,29,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
102,102,102,102,102,10,2,:,1,11,9,2001,607,2078,636,2001,607,2078,636,-77,29,29,0,False,True,9,True,1,0,0,1,False,English,False,O,100.0,0,0
103,103,103,103,103,10,3,$208.96,7,13,9999999,2251,605,2381,638,2251|2251|2251|2251|2251|2251|2251,605|605|605|605|605|605|605,2381|2381|2381|2381|2381|2381|2381,638|638|638|638|638|638|638,173,33,33,0,False,True,9,False,1,0,5,2,False,English,False,B-Invoice_AmountDue,100.0,105,105
104,104,104,104,104,11,0,SUMMARY,7,0,9999999,100,658,288,687,100|100|100|100|100|100|100,658|658|658|658|658|658|658,288|288|288|288|288|288|288,687|687|687|687|687|687|687,0,29,29,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
105,105,105,105,105,11,1,OF,2,8,99,300,658,350,687,300|300,658|658,350|350,687|687,12,29,29,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
106,106,106,106,106,11,2,WORK,4,11,9999,359,658,477,687,359|359|359|359,658|658|658|658,477|477|477|477,687|687|687|687,9,29,29,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
107,107,107,107,107,11,3,DONE,4,16,9999,488,658,594,687,488|488|488|488,658|658|658|658,594|594|594|594,687|687|687|687,11,29,29,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
108,108,108,108,108,12,0,Performed,9,0,999999999,100,847,274,877,100|100|100|100|100|100|100|100|100,847|847|847|847|847|847|847|847|847,274|274|274|274|274|274|274|274|274,877|877|877|877|877|877|877|877|877,0,30,30,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
109,109,109,109,109,12,1,diagnostic.,11,10,99999999999,285,848,458,884,285|285|285|285|285|285|285|285|285|285|285,848|848|848|848|848|848|848|848|848|848|848,458|458|458|458|458|458|458|458|458|458|458,884|884|884|884|884|884|884|884|884|884|884,11,36,36,0,False,True,9,False,1,0,0,0,False,English,False,O,100.0,0,0
110,110,110,110,110,12,2,Verified,8,22,99999999,474,847,598,878,474|474|474|474|474|474|474|474,847|847|847|847|847|847|847|847,598|598|598|598|598|598|598|598,878|878|878|878|878|878|878|878,16,31,31,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
